TransNo,TransDt,V_TYPE,V_NO,TransType,AccNo,V_DT,V_ENTDT,Amount,Acc_No,Narrionation,V_NAR1,V_NAR2,V_ENO,MEMBERNO,V_CHKNO,BNK_NAM,RECO_DT,LCODE,LDATE,LTIME,INWARD,PURPOSE,LOANCD,SUBOFF,CHQDRF,PCODE,PIN,SLNO,INST_DT,SLIP_DT,MTH,YR,ST_DATE,AppYesNo,AppDate,AppBy,TokenNo,Trans_Branch,Mon_No,Year_No,Dept,mysrno,PinNo,SerialNo,Print_YN,Print_Dt,Prev_Chq_No,ChequeOnName,FDRegSrNo,User_Dept,SendToNeft_Branch,SendToNeft_User_Branch,SendToNeft_User_DATE_Branch,SendToNeft_Bank,SendToNeft_User_Bank,SendToNeft_User_DATE_Bank
JV2301-009154,2023-02-17,7,226000,0,700764,2023-02-17,,226000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-020300249,,,59807,,,,,9000093,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000034,,2,,,,96802,,,,,,,,11,,,,,,
JV2301-009155,2023-02-17,7,107250,0,702643,2023-02-17,,107250,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000328NEW FDR NO.03001105,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96808,,,,,,,1157,11,,,,,,
JV2301-009156,2023-02-17,7,800000,0,702644,2023-02-17,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100375,,,51288,,,,,9000083,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96810,,,,,,,,11,,,,,,
JV2301-009157,2023-02-17,7,800000,0,703192,2023-02-17,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100726,,,56187,,,,,9000062,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000029,,8,,,,96812,,,,,,,,11,,,,,,
JV2301-009158,2023-02-17,7,53625,0,702645,2023-02-17,,53625,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000329NEW FDR NO.03001106,,,0,,,,,9000051,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96816,,,,,,,1157,11,,,,,,
JV2301-009159,2023-02-17,7,1563000,0,703193,2023-02-17,,1563000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100727,,,49961,,,,,9000062,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000029,,8,,,,96817,,,,,,,,11,,,,,,
JV2301-009160,2023-02-17,7,75000,0,703194,2023-02-17,,75000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300485,,,50111,,,,,9000062,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000029,,8,,,,96819,,,,,,,,11,,,,,,
JV2301-009161,2023-02-17,7,1000000,0,702646,2023-02-17,,1000000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100376,,,47060,,,,,9000083,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000041,,1,,,,96821,,,,,,,,11,,,,,,
JV2301-009162,2023-02-17,7,250000,0,700282,2023-02-17,,250000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300093,,,60940,,,,,9000075,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000036,,9,,,,96826,,,,,,,,11,,,,,,
JV2301-009163,2023-02-17,7,156000,0,700283,2023-02-17,,156000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300094,,,44072,,,,,9000075,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000036,,9,,,,96831,,,,,,,,11,,,,,,
JV2301-009164,2023-02-17,7,99000,0,700547,2023-02-17,,99000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-030100281,,,52502,,,,,9000073,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000028,,3,,,,96840,,,,,,,,11,,,,,,
JV2301-009165,2023-02-17,7,357000,0,703195,2023-02-17,,357000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300486,,,43654,,,,,9000062,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000029,,8,,,,96846,,,,,,,,11,,,,,,
JV2301-009166,2023-02-17,7,400000,0,703196,2023-02-17,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300487,,,35668,,,,,9000062,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000029,,8,,,,96849,,,,,,,,11,,,,,,
JV2301-009167,2023-02-17,7,1427000,0,700754,2023-02-17,,1427000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-050100364,,,60195,,,,,9000079,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000032,,5,,,,96851,,,,,,,,11,,,,,,
JV2301-009168,2023-02-17,7,3152,,703197,2023-02-17,,3152,,BEING THE VO.NO.600852 DT.10/6/2022 FEEDED WRONG. TOTAL AMOUNT WRONGLY DEBITED IN COMPUTER MAINTENANCE CHARGES INSTEAD OF CGST & SGST. SO ENTRY NOW RECTIFIED.,,,0,,,,,9000057,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000061,,8,,,,96857,,,,,,,,2,,,,,,
JV2301-009169,2023-02-17,7,3000,,703198,2023-02-17,,3000,,BEING THE VO.NO. 600235 DT.22/04/2022 FEEDED WRONG. AMOUNT WRONGLY DEBITED IN CGST & SGST INSTEAD OF OFFICE EXPENSES. SO ENTRY NOW RECTIFIED.,,,0,,,,,9000057,2023-02-17,,,,,,,,,,,,,,,1,2023-02-17,9000061,,8,,,,96858,,,,,,,,2,,,,,,
JV2301-009170,2023-02-20,7,176000,0,700476,2023-02-20,,176000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-040300152,,,56759,,,,,9000143,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000068,,4,,,,96865,,,,,,,,11,,,,,,
JV2301-009171,2023-02-20,7,6420,0,702647,2023-02-20,,6420,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000652NEW FDR NO.01002239,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96870,,,,,,,768,11,,,,,,
JV2301-009172,2023-02-20,7,21400,0,702648,2023-02-20,,21400,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000644NEW FDR NO.01002240,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96872,,,,,,,4686,11,,,,,,
JV2301-009173,2023-02-20,7,800000,0,700548,2023-02-20,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-030100282,,,55347,,,,,9000087,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000028,,3,,,,96878,,,,,,,,11,,,,,,
JV2301-009174,2023-02-20,7,12000,,702649,2023-02-20,,12000,,BEING THE AMT OF RS 12;000/- TRANSFER TO DUE TO MEMBER A/C DUE TO CHQ NO 323446 (BORROWER) PAID HIS LOAN AGAINST REC NO 501965 ON DT 10/01/2022,,,22927,,,,,9000144,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000042,,1,,,,96884,,,,,,,,1,,,,,,
JV2301-009175,2023-02-20,7,41427,,702650,2023-02-20,,41427,,EXPIRED 15/07/2022 (WIFE SANDHYA NAMDEO CHATUR),,,35171,,,,,9000144,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000042,,1,,,,96887,,,,,,,,1,,,,,,
JV2301-009176,2023-02-20,7,400000,0,703199,2023-02-20,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300488,,,47407,,,,,9000062,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000029,,8,,,,96891,,,,,,,,11,,,,,,
JV2301-009177,2023-02-20,7,400000,0,702651,2023-02-20,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-010300253,,,53664,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96894,,,,,,,,11,,,,,,
JV2301-009178,2023-02-20,7,375000,0,703200,2023-02-20,,375000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100728,,,50798,,,,,9000062,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000029,,8,,,,96897,,,,,,,,11,,,,,,
JV2301-009179,2023-02-20,7,83000,0,703201,2023-02-20,,83000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100729,,,49884,,,,,9000062,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000029,,8,,,,96900,,,,,,,,11,,,,,,
JV2301-009180,2023-02-20,7,1472000,0,702652,2023-02-20,,1472000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100377,,,51954,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96902,,,,,,,,11,,,,,,
JV2301-009181,2023-02-20,7,252000,0,700765,2023-02-20,,252000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-020300250,,,60264,,,,,9000093,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000034,,2,,,,96913,,,,,,,,11,,,,,,
JV2301-009182,2023-02-20,7,1389000,0,702653,2023-02-20,,1389000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100378,,,55925,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96920,,,,,,,,11,,,,,,
JV2301-009183,2023-02-20,7,64200,0,700766,2023-02-20,,64200,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000642NEW FDR NO.04000029,,,0,,,,,9000093,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000034,,2,,,,96926,,,,,,,263,11,,,,,,
JV2301-009184,2023-02-20,7,26813,0,702654,2023-02-20,,26813,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000331NEW FDR NO.03001107,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96930,,,,,,,473,11,,,,,,
JV2301-009185,2023-02-20,7,26813,0,702655,2023-02-20,,26813,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000332NEW FDR NO.03001108,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96932,,,,,,,473,11,,,,,,
JV2301-009186,2023-02-20,7,107250,0,702656,2023-02-20,,107250,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000333NEW FDR NO.03001109,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96935,,,,,,,473,11,,,,,,
JV2301-009187,2023-02-20,7,107250,0,700767,2023-02-20,,107250,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000338NEW FDR NO.03001110,,,0,,,,,9000093,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000034,,2,,,,96938,,,,,,,14856,11,,,,,,
JV2301-009188,2023-02-20,7,75075,0,702657,2023-02-20,,75075,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000334NEW FDR NO.03001111,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96941,,,,,,,473,11,,,,,,
JV2301-009189,2023-02-20,7,32175,0,702658,2023-02-20,,32175,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000335NEW FDR NO.03001112,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96943,,,,,,,473,11,,,,,,
JV2301-009190,2023-02-20,7,400000,0,702659,2023-02-20,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100379,,,50516,,,,,9000077,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96945,,,,,,,,11,,,,,,
JV2301-009191,2023-02-20,7,26813,0,702660,2023-02-20,,26813,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000336NEW FDR NO.03001113,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96952,,,,,,,473,11,,,,,,
JV2301-009192,2023-02-20,7,26813,0,702661,2023-02-20,,26813,,FIXED DEPOSIT RECEIPT OLD FDR NO :-3000337NEW FDR NO.03001114,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96955,,,,,,,473,11,,,,,,
JV2301-009193,2023-02-20,7,225000,0,702662,2023-02-20,,225000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-010300254,,,57302,,,,,9000077,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96965,,,,,,,,11,,,,,,
JV2301-009194,2023-02-20,7,550000,0,700549,2023-02-20,,550000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-030100283,,,56145,,,,,9000073,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000028,,3,,,,96968,,,,,,,,11,,,,,,
JV2301-009195,2023-02-20,7,250000,0,702663,2023-02-20,,250000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-010300255,,,54521,,,,,9000077,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,96971,,,,,,,,11,,,,,,
JV2301-009196,2023-02-20,7,107000,0,700768,2023-02-20,,107000,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000651NEW FDR NO.01002242,,,0,,,,,9000093,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000034,,2,,,,96978,,,,,,,273,11,,,,,,
JV2301-009197,2023-02-20,7,1200000,0,700284,2023-02-20,,1200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-090100185,,,59305,,,,,9000075,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000036,,9,,,,96979,,,,,,,,11,,,,,,
JV2301-009198,2023-02-20,7,53500,0,700769,2023-02-20,,53500,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000668NEW FDR NO.01002243,,,0,,,,,9000093,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000034,,2,,,,96985,,,,,,,273,11,,,,,,
JV2301-009199,2023-02-20,7,1104000,0,703202,2023-02-20,,1104000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100730,,,56214,,,,,9000062,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000029,,8,,,,96991,,,,,,,,11,,,,,,
JV2301-009200,2023-02-20,7,107000,0,700770,2023-02-20,,107000,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000669NEW FDR NO.01002244,,,0,,,,,9000093,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000034,,2,,,,96995,,,,,,,347,11,,,,,,
JV2301-009201,2023-02-20,7,400000,0,703203,2023-02-20,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100731,,,59867,,,,,9000062,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000029,,8,,,,96996,,,,,,,,11,,,,,,
JV2301-009202,2023-02-20,7,800000,0,700477,2023-02-20,,800000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-040100262,,,63659,,,,,9000143,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000068,,4,,,,96999,,,,,,,,11,,,,,,
JV2301-009203,2023-02-20,7,1200000,0,700478,2023-02-20,,1200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-040100263,,,61405,,,,,9000143,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000068,,4,,,,97001,,,,,,,,11,,,,,,
JV2301-009204,2023-02-20,7,15985,,702664,2023-02-20,,15985,,BEING THE AMT OF MTL INT WRONGLY RECOVERED EXCESS REC NO. 500689 DATED- 10/02/2023 NOW TRANSFER TO MTL LOAN,,,32240,,,,,9000139,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000042,,1,,,,97003,,,,,,,,1,,,,,,
JV2301-009205,2023-02-20,7,32100,0,702665,2023-02-20,,32100,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000629NEW FDR NO.01002245,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,97004,,,,,,,504,11,,,,,,
JV2301-009206,2023-02-20,7,107000,0,702666,2023-02-20,,107000,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000645NEW FDR NO.01002246,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,97009,,,,,,,1283,11,,,,,,
JV2301-009207,2023-02-20,7,300000,0,702667,2023-02-20,,300000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-010300256,,,27438,,,,,9000077,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,97010,,,,,,,,11,,,,,,
JV2301-009208,2023-02-20,7,107000,0,702668,2023-02-20,,107000,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000646NEW FDR NO.01002247,,,0,,,,,9000051,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000041,,1,,,,97012,,,,,,,1283,11,,,,,,
JV2301-009209,2023-02-20,7,395000,0,703204,2023-02-20,,395000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300489,,,56130,,,,,9000082,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000029,,8,,,,97016,,,,,,,,11,,,,,,
JV2301-009210,2023-02-20,7,1200000,0,700285,2023-02-20,,1200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-090100186,,,58013,,,,,9000075,2023-02-20,,,,,,,,,,,,,,,1,2023-02-20,9000036,,9,,,,97026,,,,,,,,11,,,,,,
JV2301-009211,2023-02-21,7,490000,0,702669,2023-02-21,,490000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100380,,,49716,,,,,9000051,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000041,,1,,,,97038,,,,,,,,11,,,,,,
JV2301-009212,2023-02-21,7,200000,0,700755,2023-02-21,,200000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-050100365,,,62718,,,,,9000079,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000032,,5,,,,97040,,,,,,,,11,,,,,,
JV2301-009213,2023-02-21,7,400000,0,700756,2023-02-21,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-050100366,,,74815,,,,,9000079,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000032,,5,,,,97048,,,,,,,,11,,,,,,
JV2301-009214,2023-02-21,7,1441000,0,700479,2023-02-21,,1441000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-040100264,,,58974,,,,,9000143,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000068,,4,,,,97054,,,,,,,,11,,,,,,
JV2301-009215,2023-02-21,7,200000,0,703205,2023-02-21,,200000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300490,,,58162,,,,,9000082,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000029,,8,,,,97063,,,,,,,,11,,,,,,
JV2301-009216,2023-02-21,7,187000,0,700550,2023-02-21,,187000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-030300184,,,57316,,,,,9000073,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000028,,3,,,,97080,,,,,,,,11,,,,,,
JV2301-009217,2023-02-21,7,700000,0,702670,2023-02-21,,700000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100381,,,44117,,,,,9000083,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000041,,1,,,,97088,,,,,,,,11,,,,,,
JV2301-009218,2023-02-21,7,457960,0,700480,2023-02-21,,457960,,FIXED DEPOSIT AND INTEREST PAYMENT AFTER DEDUCTING TDS FOR FDR NO :-1000673,,,0,,,,,9000068,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000068,,4,,,,97100,,,,,,,4637,11,,,,,,
JV2301-009219,2023-02-21,7,142625,,703206,2023-02-21,,142625,,BEING THE AMOUNT OF MSD TRANSFER TO DUE TO MEMBER ADJUSTED HIS SURETY MTL CH NO.93093 SURYAKANT SHINDE,,,24686,,,,,9000138,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000047,,8,,,,97105,,,,,,,,5,,,,,,
JV2301-009220,2023-02-21,7,16443,,702671,2023-02-21,,16443,,BEING THE AMT OF EMR LOAN OCT &  INT ON EMR LOAN OCT ADJUSTED FROM HIS MSD A/C PURPOSE OF ONLINE BILL.,,,56847,,,,,9000139,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000042,,1,,,,97108,,,,,,,,1,,,,,,
JV2301-009221,2023-02-21,7,16443,,702672,2023-02-21,,16443,,BEING THE AMT OF EMR LOAN OCT & INT ON EMR- OCT ADJUSTED FROM HIS MSD A/C. PUPOSE OF ONLINE BILL,,,58457,,,,,9000139,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000042,,1,,,,97109,,,,,,,,1,,,,,,
JV2301-009222,2023-02-21,7,99000,,703207,2023-02-21,,99000,,BEING THE AMOUNT OF STAFF TOP UP PAID TO HIM.,,,62904,,,,,9000050,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000026,,8,,,,97114,,,,,,,,3,,,,,,
JV2301-009223,2023-02-21,7,142625,,703208,2023-02-21,,142625,,BEING THE AMOUNT OF MSD TRANSFER TO DUE TO MEMBER ADJUSTED HIS SURETY MTL CH NO.93093 SURYAKANT SHINDE,,,25248,,,,,9000138,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000047,,8,,,,97116,,,,,,,,5,,,,,,
JV2301-009224,2023-02-21,7,25578,,702673,2023-02-21,,25578,,BEING THE AMT OF EMR LOAN JUNE / OCT & INT ON EMR LOAN JUNE & OCT ADJUSTED FROM HIS MSD A/C. PURPOSE OF ONLINE BILL,,,64308,,,,,9000139,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000042,,1,,,,97117,,,,,,,,1,,,,,,
JV2301-009225,2023-02-21,7,285250,,703209,2023-02-21,,285250,,BEING THE AMOUNT OF DUE TO MEM ADJUSTED HIS MTL & INT ON MTL AMT FROM HIS SURETY CH NO.091551 TANAJI MOHITE; CH NO.091173 VIJAY DESHMUKH,,,30605,,,,,9000138,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000047,,8,,,,97118,,,,,,,,5,,,,,,
JV2301-009226,2023-02-21,7,95172,,702674,2023-02-21,,95172,,BEING THE AMT OF MTL & INT ON MTL ADJUSTED FROM HIS MSD A/C. PURPOSE OF ONLINE BILL,,,60763,,,,,9000139,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000042,,1,,,,97119,,,,,,,,1,,,,,,
JV2301-009227,2023-02-21,7,400000,0,702675,2023-02-21,,400000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-010100382,,,74644,,,,,9000083,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000041,,1,,,,97121,,,,,,,,11,,,,,,
JV2301-009228,2023-02-21,7,300000,0,700757,2023-02-21,,300000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-050100367,,,56088,,,,,9000079,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000032,,5,,,,97124,,,,,,,,11,,,,,,
JV2301-009229,2023-02-21,7,9135,,702676,2023-02-21,,9135,,BEING THE AMT OF EMR LOAN JUNE & INT ON EMR LOAN JUNE ADJUSTED FROM HIS MSD A/C. PURPOSE OF ONLINE BILL,,,60877,,,,,9000139,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000042,,1,,,,97127,,,,,,,,1,,,,,,
JV2301-009230,2023-02-21,7,99000,0,700481,2023-02-21,,99000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-040300153,,,61410,,,,,9000143,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000068,,4,,,,97130,,,,,,,,11,,,,,,
JV2301-009231,2023-02-21,7,1148000,0,703210,2023-02-21,,1148000,,LOAN PAYMENT :-MID TERM LOAN  BOND NO :-080100732,,,56016,,,,,9000082,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000029,,8,,,,97135,,,,,,,,11,,,,,,
JV2301-009232,2023-02-21,7,400000,0,703211,2023-02-21,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300491,,,53597,,,,,9000082,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000029,,8,,,,97140,,,,,,,,11,,,,,,
JV2301-009233,2023-02-21,7,400000,0,703212,2023-02-21,,400000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300492,,,35400,,,,,9000082,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000029,,8,,,,97143,,,,,,,,11,,,,,,
JV2301-009234,2023-02-21,7,117000,0,703213,2023-02-21,,117000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-080300493,,,44357,,,,,9000082,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000029,,8,,,,97145,,,,,,,,11,,,,,,
JV2301-009235,2023-02-21,7,50000,0,700286,2023-02-21,,50000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-090300095,,,60684,,,,,9000075,2023-02-21,,,,,,,,,,,,,,,1,2023-02-21,9000036,,9,,,,97147,,,,,,,,11,,,,,,
JV2301-009236,2023-02-22,7,320000,0,700505,2023-02-22,,320000,,LOAN PAYMENT :-TOP-UP LOAN  BOND NO :-060300171,,,62997,,,,,9000060,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000031,,6,,,,97159,,,,,,,,11,,,,,,
JV2301-009237,2023-02-22,7,12840,0,702677,2023-02-22,,12840,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000664NEW FDR NO.01002252,,,0,,,,,9000051,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000041,,1,,,,97162,,,,,,,517,11,,,,,,
JV2301-009238,2023-02-22,7,13910,0,702678,2023-02-22,,13910,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000665NEW FDR NO.01002253,,,0,,,,,9000051,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000041,,1,,,,97168,,,,,,,667,11,,,,,,
JV2301-009239,2023-02-22,7,101650,0,702679,2023-02-22,,101650,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000653NEW FDR NO.01002254,,,0,,,,,9000051,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000041,,1,,,,97170,,,,,,,768,11,,,,,,
JV2301-009240,2023-02-22,7,53500,0,702680,2023-02-22,,53500,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000655NEW FDR NO.01002255,,,0,,,,,9000051,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000041,,1,,,,97173,,,,,,,1369,11,,,,,,
JV2301-009241,2023-02-22,7,53500,0,702681,2023-02-22,,53500,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000656NEW FDR NO.01002256,,,0,,,,,9000051,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000041,,1,,,,97175,,,,,,,1369,11,,,,,,
JV2301-009242,2023-02-22,7,214000,0,702682,2023-02-22,,214000,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000616NEW FDR NO.01002257,,,75002,,,,,9000051,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000041,,1,,,,97181,,,,,,,14898,11,,,,,,
JV2301-009243,2023-02-22,7,214000,0,702683,2023-02-22,,214000,,FIXED DEPOSIT RECEIPT OLD FDR NO :-1000617NEW FDR NO.01002258,,,75002,,,,,9000051,2023-02-22,,,,,,,,,,,,,,,1,2023-02-22,9000041,,1,,,,97182,,,,,,,14898,11,,,,,,
